TIME;GEO;GEO_LABEL;MED_AGE_MOTHER;TOT_FER_RT;NET_MIGRAT_RT;BIRTH_RT;DEATH_RT;INF_MORT_RT;GDP_HAB_INDEX;EDU_LOW;EDU_HIGH;MED_AGE_MOTHER_DIFF;TOT_FER_RT_DIFF;NET_MIGRAT_RT_DIFF;BIRTH_RT_DIFF;DEATH_RT_DIFF;INF_MORT_RT_DIFF;GDP_HAB_INDEX_DIFF;EDU_LOW_DIFF;EDU_HIGH_DIFF;MIG_CHANGE
2015;RO12;Centru;28.3;1.71;-1.9;10.8;12.4;7.8;26;25.2;24.6;0.1;0.01;-0.7;0;0.5;-0.6;1;0.3;-0.1;LOWER
2016;RO12;Centru;28.5;1.76;-2.7;11.1;12.2;7.4;28;23.8;24.5;0.2;0.05;-0.8;0.3;-0.2;-0.4;2;-1.4;-0.1;HIGHER
2017;RO12;Centru;28.6;1.84;-1.9;11.1;12.3;7;30;22.3;26.6;0.1;0.08;0.8;0;0.1;-0.4;2;-1.5;2.1;UNKNOWN
2000;RO2;Macroregiunea doi;25.6;1.5;0.2;11.9;10.7;21.5;7;13.9;7.9;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO2;Macroregiunea doi;25.3;1.45;-22.8;11.3;11;21.7;8;13.4;7.8;-0.3;-0.05;-23;-0.6;0.3;0.2;1;-0.5;-0.1;HIGHER
2002;RO2;Macroregiunea doi;25.6;1.42;-0.2;10.9;11.6;20.2;8;13.5;8.3;0.3;-0.03;22.6;-0.4;0.6;-1.5;0;0.1;0.5;LOWER
2003;RO2;Macroregiunea doi;25.8;1.41;-0.9;10.8;11.7;19.4;9;17.4;7.1;0.2;-0.01;-0.7;-0.1;0.1;-0.8;1;3.9;-1.2;LOWER
2004;RO2;Macroregiunea doi;26.1;1.42;-1.7;10.9;11.1;18.3;10;15.5;7.3;0.3;0.01;-0.8;0.1;-0.6;-1.1;1;-1.9;0.2;HIGHER
2005;RO2;Macroregiunea doi;26.5;1.43;-0.8;10.9;11.2;16.9;12;16.8;8.3;0.4;0.01;0.9;0;0.1;-1.4;2;1.3;1;LOWER
2006;RO2;Macroregiunea doi;26.7;1.42;-2.3;10.9;11;14.8;13;21.3;9.4;0.2;-0.01;-1.5;0;-0.2;-2.1;1;4.5;1.1;HIGHER
2007;RO2;Macroregiunea doi;26.9;1.41;-1.7;10.7;11.1;13.6;16;24.7;10;0.2;-0.01;0.6;-0.2;0.1;-1.2;3;3.4;0.6;HIGHER
2008;RO2;Macroregiunea doi;27;1.44;-1.5;10.8;11.3;11.9;18;27;12.1;0.1;0.03;0.2;0.1;0.2;-1.7;2;2.3;2.1;HIGHER
2009;RO2;Macroregiunea doi;27.1;1.42;-1;10.6;11.5;10.9;17;29.2;13.4;0.1;-0.02;0.5;-0.2;0.2;-1;-1;2.2;1.3;HIGHER
2010;RO2;Macroregiunea doi;27.3;1.37;-0.9;10.1;11.9;11.5;16;32;14.4;0.2;-0.05;0.1;-0.5;0.4;0.6;-1;2.8;1;HIGHER
2011;RO2;Macroregiunea doi;27.2;1.44;0;9.3;11.4;10.6;16;33.6;16.8;-0.1;0.07;0.9;-0.8;-0.5;-0.9;0;1.6;2.4;LOWER
2012;RO2;Macroregiunea doi;27.3;1.77;-3;10.8;13.1;10.6;18;33;17.7;0.1;0.33;NAN;1.5;1.7;0;2;-0.6;0.9;HIGHER
2013;RO2;Macroregiunea doi;27.6;1.7;-0.8;10.2;12.8;9.9;20;31.9;17.1;0.3;-0.07;2.2;-0.6;-0.3;-0.7;2;-1.1;-0.6;LOWER
2014;RO2;Macroregiunea doi;27.7;1.82;-1.1;10.8;13.2;9.3;20;33.4;18.4;0.1;0.12;-0.3;0.6;0.4;-0.6;0;1.5;1.3;LOWER
2015;RO2;Macroregiunea doi;27.9;1.88;-3.5;11;13.6;7.9;20;32.6;17.6;0.2;0.06;-2.4;0.2;0.4;-1.4;0;-0.8;-0.8;LOWER
2016;RO2;Macroregiunea doi;28.2;1.88;-4.6;11.2;13.7;8;21;33;18.3;0.3;0;-1.1;0.2;0.1;0.1;1;0.4;0.7;HIGHER
2017;RO2;Macroregiunea doi;28.3;1.93;-4.5;10.8;13.9;7.2;23;34.7;17.6;0.1;0.05;0.1;-0.4;0.2;-0.8;2;1.7;-0.7;UNKNOWN
2000;RO21;Nord-Est;25.8;1.65;0.3;13.1;10.5;23;6;13;7.5;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO21;Nord-Est;25.5;1.59;-24.7;12.4;10.7;22.8;7;12.6;7.2;-0.3;-0.06;-25;-0.7;0.2;-0.2;1;-0.4;-0.3;HIGHER
2002;RO21;Nord-Est;25.7;1.58;0.1;12;11.4;20.6;7;12.9;7.2;0.2;-0.01;24.8;-0.4;0.7;-2.2;0;0.3;0;LOWER
2003;RO21;Nord-Est;25.9;1.52;-0.9;11.6;11.6;20.1;8;16.5;6.8;0.2;-0.06;-1;-0.4;0.2;-0.5;1;3.6;-0.4;LOWER
2004;RO21;Nord-Est;26.2;1.53;-2.7;11.7;11;18.6;8;15.9;7.5;0.3;0.01;-1.8;0.1;-0.6;-1.5;0;-0.6;0.7;HIGHER
2005;RO21;Nord-Est;26.5;1.53;-0.8;11.7;11;17.2;10;16.7;8.5;0.3;0;1.9;0;0;-1.4;2;0.8;1;LOWER
2006;RO21;Nord-Est;26.7;1.52;-2.7;11.6;10.8;15.3;12;21.3;9.8;0.2;-0.01;-1.9;-0.1;-0.2;-1.9;2;4.6;1.3;HIGHER
2007;RO21;Nord-Est;27;1.5;-2;11.4;10.9;14.2;14;24.1;10.2;0.3;-0.02;0.7;-0.2;0.1;-1.1;2;2.8;0.4;HIGHER
2008;RO21;Nord-Est;27.1;1.52;-1.8;11.5;11;11.1;16;26.8;12.3;0.1;0.02;0.2;0.1;0.1;-3.1;2;2.7;2.1;HIGHER
2009;RO21;Nord-Est;27.2;1.48;-1.2;11.1;11.3;11.1;15;31.2;12.8;0.1;-0.04;0.6;-0.4;0.3;0;-1;4.4;0.5;LOWER
2010;RO21;Nord-Est;27.3;1.41;-1.2;10.5;11.7;11.2;14;34.9;13.7;0.1;-0.07;0;-0.6;0.4;0.1;-1;3.7;0.9;HIGHER
2011;RO21;Nord-Est;27.3;1.52;0.5;9.8;11.1;10.1;14;33;17;0;0.11;1.7;-0.7;-0.6;-1.1;0;-1.9;3.3;LOWER
2012;RO21;Nord-Est;27.4;1.9;-3.5;11.7;12.9;9.9;16;31.5;18.2;0.1;0.38;-4;1.9;1.8;-0.2;2;-1.5;1.2;HIGHER
2013;RO21;Nord-Est;27.6;1.8;0;11;12.6;9.7;17;31.5;18.6;0.2;-0.1;3.5;-0.7;-0.3;-0.2;1;0;0.4;HIGHER
2014;RO21;Nord-Est;27.7;1.92;0.3;11.6;13;8.7;17;33.5;19;0.1;0.12;NAN;0.6;0.4;-1;0;2;0.4;LOWER
2015;RO21;Nord-Est;27.9;2.01;-2.4;11.9;13.5;7.7;17;33.7;15.8;0.2;0.09;-2.7;0.3;0.5;-1;0;0.2;-3.2;LOWER
2016;RO21;Nord-Est;28.1;1.95;-3.9;12;13.4;7.3;18;36.2;16.3;0.2;-0.06;-1.5;0.1;-0.1;-0.4;1;2.5;0.5;HIGHER
2017;RO21;Nord-Est;28.3;2.02;-3.8;11.6;13.6;6.8;20;35.2;18.4;0.2;0.07;0.1;-0.4;0.2;-0.5;2;-1;2.1;UNKNOWN
2000;RO22;Sud-Est;25.2;1.31;0;10.4;10.9;19.1;8;15;8.6;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO22;Sud-Est;25;1.28;-20.2;10;11.4;20;9;14.5;8.6;-0.2;-0.03;NAN;-0.4;0.5;0.9;1;-0.5;0;HIGHER
2002;RO22;Sud-Est;25.4;1.23;-0.6;9.4;11.8;19.5;9;14.3;9.7;0.4;-0.05;19.6;-0.6;0.4;-0.5;0;-0.2;1.1;LOWER
2003;RO22;Sud-Est;25.6;1.28;-0.9;9.8;11.8;18.2;10;18.6;7.5;0.2;0.05;-0.3;0.4;0;-1.3;1;4.3;-2.2;HIGHER
2004;RO22;Sud-Est;26;1.28;-0.3;9.9;11.3;17.7;11;15.1;7.1;0.4;0;0.6;0.1;-0.5;-0.5;1;-3.5;-0.4;LOWER
2005;RO22;Sud-Est;26.4;1.29;-0.8;9.9;11.4;16.5;14;16.9;8;0.4;0.01;-0.5;0;0.1;-1.2;3;1.8;0.9;LOWER
2006;RO22;Sud-Est;26.6;1.3;-1.9;9.9;11.3;13.9;16;21.2;9;0.2;0.01;-1.1;0;-0.1;-2.6;2;4.3;1;HIGHER
2007;RO22;Sud-Est;26.9;1.29;-1.4;9.8;11.4;12.7;19;25.5;9.7;0.3;-0.01;0.5;-0.1;0.1;-1.2;3;4.3;0.7;HIGHER
2008;RO22;Sud-Est;26.9;1.33;-1;10;11.6;13;21;27.2;12;0;0.04;0.4;0.2;0.2;0.3;2;1.7;2.3;HIGHER
2009;RO22;Sud-Est;27;1.35;-0.7;10;11.8;10.5;19;26.6;14.2;0.1;0.02;0.3;0;0.2;-2.5;-2;-0.6;2.2;HIGHER
2010;RO22;Sud-Est;27.2;1.32;-0.5;9.6;12.1;12;19;28.3;15.4;0.2;-0.03;0.2;-0.4;0.3;1.5;0;1.7;1.2;LOWER
2011;RO22;Sud-Est;27.1;1.34;-0.8;8.5;11.8;11.3;20;34.4;16.7;-0.1;0.02;-0.3;-1.1;-0.3;-0.7;1;6.1;1.3;LOWER
2012;RO22;Sud-Est;27.3;1.6;-2.5;9.6;13.3;11.6;21;34.7;17;0.2;0.26;-1.7;1.1;1.5;0.3;1;0.3;0.3;HIGHER
2013;RO22;Sud-Est;27.6;1.57;-1.9;9.2;13;10.3;24;32.5;15.1;0.3;-0.03;0.6;-0.4;-0.3;-1.3;3;-2.2;-1.9;LOWER
2014;RO22;Sud-Est;27.8;1.67;-2.8;9.7;13.6;10.3;24;33.1;17.6;0.2;0.1;-0.9;0.5;0.6;0;0;0.6;2.5;LOWER
2015;RO22;Sud-Est;27.9;1.72;-5;9.7;13.8;8.1;24;31.1;19.9;0.1;0.05;-2.2;0;0.2;-2.2;0;-2;2.3;LOWER
2016;RO22;Sud-Est;28.3;1.77;-5.4;10.1;14.1;9;25;28.8;20.8;0.4;0.05;-0.4;0.4;0.3;0.9;1;-2.3;0.9;LOWER
2017;RO22;Sud-Est;28.4;1.82;-5.6;9.8;14.4;7.9;27;34.1;16.6;0.1;0.05;-0.2;-0.3;0.3;-1.1;2;5.3;-4.2;UNKNOWN
2000;RO3;Macroregiunea trei;25.5;1.14;-0.2;9.2;11.8;17.1;12;10.8;11.4;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO3;Macroregiunea trei;25.4;1.11;-21.9;8.8;12.1;18;13;10.6;11.8;-0.1;-0.03;-21.7;-0.4;0.3;0.9;1;-0.2;0.4;HIGHER
2002;RO3;Macroregiunea trei;25.8;1.11;0.4;8.6;12.8;14.9;14;10.3;12.4;0.4;0;22.3;-0.2;0.7;-3.1;1;-0.3;0.6;HIGHER
2003;RO3;Macroregiunea trei;26.2;1.14;0.5;8.9;12.7;16;15;11.5;12.3;0.4;0.03;0.1;0.3;-0.1;1.1;1;1.2;-0.1;HIGHER
2004;RO3;Macroregiunea trei;26.5;1.18;1.1;9.2;12.2;14.8;17;12.8;15;0.3;0.04;0.6;0.3;-0.5;-1.2;2;1.3;2.7;LOWER
2005;RO3;Macroregiunea trei;27.1;1.23;1;9.7;12.6;13.6;23;13.4;17.2;0.6;0.05;-0.1;0.5;0.4;-1.2;6;0.6;2.2;HIGHER
2006;RO3;Macroregiunea trei;27.3;1.25;2.6;9.8;12.4;13;26;15.1;18.4;0.2;0.02;1.6;0.1;-0.2;-0.6;3;1.7;1.2;LOWER
2007;RO3;Macroregiunea trei;27.5;1.24;2;9.6;12.2;9.7;32;16.9;19.7;0.2;-0.01;-0.6;-0.2;-0.2;-3.3;6;1.8;1.3;LOWER
2008;RO3;Macroregiunea trei;27.7;1.31;1.9;10.1;12.2;9.8;39;18.3;21.9;0.2;0.07;-0.1;0.5;0;0.1;7;1.4;2.2;LOWER
2009;RO3;Macroregiunea trei;27.9;1.38;1.2;10.5;12.3;8.7;35;20.3;22.3;0.2;0.07;-0.7;0.4;0.1;-1.1;-4;2;0.4;LOWER
2010;RO3;Macroregiunea trei;28.3;1.34;0.9;10.1;12.4;8.7;33;19.9;25.5;0.4;-0.04;-0.3;-0.4;0.1;0;-2;-0.4;3.2;LOWER
2011;RO3;Macroregiunea trei;28.3;1.28;-0.1;9.2;12.2;8.3;36;18.4;29;0;-0.06;-1;-0.9;-0.2;-0.4;3;-1.5;3.5;HIGHER
2012;RO3;Macroregiunea trei;28.3;1.36;0;9.5;12.7;7.4;36;18.2;30.4;0;0.08;0.1;0.3;0.5;-0.9;0;-0.2;1.4;LOWER
2013;RO3;Macroregiunea trei;28.6;1.3;-0.8;9;12.3;7.6;39;18.4;31.7;0.3;-0.06;NAN;-0.5;-0.4;0.2;3;0.2;1.3;LOWER
2014;RO3;Macroregiunea trei;28.8;1.4;-1;9.5;12.6;7.3;40;20.9;33.3;0.2;0.1;-0.2;0.5;0.3;-0.3;1;2.5;1.6;LOWER
2015;RO3;Macroregiunea trei;28.9;1.46;-1.5;9.7;13;6.3;41;19.8;34;0.1;0.06;-0.5;0.2;0.4;-1;1;-1.1;0.7;LOWER
2016;RO3;Macroregiunea trei;29.2;1.5;-2.4;10;13.1;5.8;43;18.4;33.9;0.3;0.04;-0.9;0.3;0.1;-0.5;2;-1.4;-0.1;HIGHER
2017;RO3;Macroregiunea trei;29.5;1.58;-1.4;10;13.2;5.8;46;17.2;35.5;0.3;0.08;1;0;0.1;0;3;-1.2;1.6;UNKNOWN
2000;RO31;Sud - Muntenia;24.8;1.31;1.2;10;12.4;19.3;7;11.8;5.7;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO31;Sud - Muntenia;24.6;1.27;-21.2;9.5;12.8;21.1;8;11.6;6.4;-0.2;-0.04;-22.4;-0.5;0.4;1.8;1;-0.2;0.7;HIGHER
2002;RO31;Sud - Muntenia;25;1.26;0;9.2;13.6;17.4;9;11.6;6.2;0.4;-0.01;21.2;-0.3;0.8;-3.7;1;0;-0.2;LOWER
2003;RO31;Sud - Muntenia;25.2;1.28;-1.2;9.4;13.6;19.3;9;12.8;5.5;0.2;0.02;NAN;0.2;0;1.9;0;1.2;-0.7;HIGHER
2004;RO31;Sud - Muntenia;25.5;1.29;0;9.4;13;17.9;11;15.4;7.4;0.3;0.01;1.2;0;-0.6;-1.4;2;2.6;1.9;LOWER
2005;RO31;Sud - Muntenia;25.9;1.31;-1.3;9.6;13.3;16.5;13;16.7;6.9;0.4;0.02;NAN;0.2;0.3;-1.4;2;1.3;-0.5;LOWER
2006;RO31;Sud - Muntenia;26;1.31;-1.4;9.6;13.1;15.7;15;18.8;7.9;0.1;0;-0.1;0;-0.2;-0.8;2;2.1;1;HIGHER
2007;RO31;Sud - Muntenia;26.1;1.29;-0.4;9.3;12.8;11.4;18;21.8;9.5;0.1;-0.02;1;-0.3;-0.3;-4.3;3;3;1.6;HIGHER
2008;RO31;Sud - Muntenia;26.1;1.35;-0.3;9.6;13.1;12;21;25.8;9.1;0;0.06;0.1;0.3;0.3;0.6;3;4;-0.4;LOWER
2009;RO31;Sud - Muntenia;26;1.41;-0.4;9.9;13.3;10.6;20;28.7;10.5;-0.1;0.06;-0.1;0.3;0.2;-1.4;-1;2.9;1.4;HIGHER
2010;RO31;Sud - Muntenia;26.4;1.36;-0.2;9.4;13.4;10.9;19;29.2;11.9;0.4;-0.05;0.2;-0.5;0.1;0.3;-1;0.5;1.4;HIGHER
2011;RO31;Sud - Muntenia;26.4;1.36;0.1;8.6;13.2;10.3;20;27.1;13.9;0;0;0.3;-0.8;-0.2;-0.6;1;-2.1;2;LOWER
2012;RO31;Sud - Muntenia;26.5;1.52;-1.8;9;13.9;9.9;19;26.4;15.7;0.1;0.16;-1.9;0.4;0.7;-0.4;-1;-0.7;1.8;LOWER
2013;RO31;Sud - Muntenia;26.8;1.44;-2.4;8.4;13.5;8.6;21;27.1;16.4;0.3;-0.08;-0.6;-0.6;-0.4;-1.3;2;0.7;0.7;LOWER
2014;RO31;Sud - Muntenia;27;1.53;-2.6;8.8;13.9;9.6;23;29.6;17.7;0.2;0.09;-0.2;0.4;0.4;1;2;2.5;1.3;LOWER
2015;RO31;Sud - Muntenia;27.2;1.61;-4.5;9;14.3;7.3;22;28.1;17.6;0.2;0.08;-1.9;0.2;0.4;-2.3;-1;-1.5;-0.1;HIGHER
2016;RO31;Sud - Muntenia;27.5;1.64;-4.1;9.2;14.5;7.3;24;26.4;17.2;0.3;0.03;0.4;0.2;0.2;0;2;-1.7;-0.4;LOWER
2017;RO31;Sud - Muntenia;27.7;1.7;-7.1;9;14.7;6.9;26;25.7;15.8;0.2;0.06;-3;-0.2;0.2;-0.4;2;-0.7;-1.4;UNKNOWN
2000;RO32;Bucuresti - Ilfov;26.9;0.92;-2.4;7.9;11;12.9;20;9.3;19.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO32;Bucuresti - Ilfov;26.9;0.89;-23;7.7;11.1;12.1;20;9.2;19.8;0;-0.03;-20.6;-0.2;0.1;-0.8;0;-0.1;0;HIGHER
2002;RO32;Bucuresti - Ilfov;27.3;0.9;1.2;7.8;11.5;10.3;22;8.5;21.9;0.4;0.01;24.2;0.1;0.4;-1.8;2;-0.7;2.1;HIGHER
2003;RO32;Bucuresti - Ilfov;27.6;0.94;3.2;8.2;11.4;10.4;24;9.2;23.9;0.3;0.04;2;0.4;-0.1;0.1;2;0.7;2;LOWER
2004;RO32;Bucuresti - Ilfov;27.9;1.03;2.7;9;11;10;26;8.8;26.6;0.3;0.09;-0.5;0.8;-0.4;-0.4;2;-0.4;2.7;HIGHER
2005;RO32;Bucuresti - Ilfov;28.5;1.11;4.5;9.8;11.5;9.5;37;8.4;32.4;0.6;0.08;1.8;0.8;0.5;-0.5;11;-0.4;5.8;HIGHER
2006;RO32;Bucuresti - Ilfov;28.8;1.15;8.7;10.1;11.4;9.3;42;9.7;33.2;0.3;0.04;4.2;0.3;-0.1;-0.2;5;1.3;0.8;LOWER
2007;RO32;Bucuresti - Ilfov;29;1.15;5.5;10.1;11.2;7.2;53;10.5;33.3;0.2;0;-3.2;0;-0.2;-2.1;11;0.8;0.1;LOWER
2008;RO32;Bucuresti - Ilfov;29.3;1.24;5;10.8;10.9;7;65;8.7;37.9;0.3;0.09;-0.5;0.7;-0.3;-0.2;12;-1.8;4.6;LOWER
2009;RO32;Bucuresti - Ilfov;29.5;1.31;3.4;11.3;10.9;6.4;56;10.1;36.6;0.2;0.07;-1.6;0.5;0;-0.6;-9;1.4;-1.3;LOWER
2010;RO32;Bucuresti - Ilfov;29.9;1.28;2.5;11;11;6;55;10.5;39.5;0.4;-0.03;-0.9;-0.3;0.1;-0.4;-1;0.4;2.9;LOWER
2011;RO32;Bucuresti - Ilfov;30.1;1.16;-0.2;10;10.9;5.7;59;9.7;44;0.2;-0.12;-2.7;-1;-0.1;-0.3;4;-0.8;4.5;HIGHER
2012;RO32;Bucuresti - Ilfov;30.2;1.17;2.5;10.1;11.2;4.4;59;10.1;44.9;0.1;0.01;2.7;0.1;0.3;-1.3;0;0.4;0.9;LOWER
2013;RO32;Bucuresti - Ilfov;30.4;1.13;1.2;9.7;10.6;6.4;63;10.2;46.2;0.2;-0.04;-1.3;-0.4;-0.6;2;4;0.1;1.3;LOWER
2014;RO32;Bucuresti - Ilfov;30.5;1.22;1;10.4;10.9;4.7;64;12.9;47.6;0.1;0.09;-0.2;0.7;0.3;-1.7;1;2.7;1.4;HIGHER
2015;RO32;Bucuresti - Ilfov;30.5;1.27;2.4;10.6;11.3;5.1;67;12.5;48.4;0;0.05;1.4;0.2;0.4;0.4;3;-0.4;0.8;LOWER
2016;RO32;Bucuresti - Ilfov;30.9;1.32;-0.2;11.1;11.3;4.1;69;11.6;47.8;0.4;0.05;-2.6;0.5;0;-1;2;-0.9;-0.6;HIGHER
2017;RO32;Bucuresti - Ilfov;31;1.41;6.1;11.2;11.3;4.7;73;10.3;51.7;0.1;0.09;6.3;0.1;0;0.6;4;-1.3;3.9;UNKNOWN
2000;RO4;Macroregiunea patru;24.9;1.25;-0.1;9.7;12.1;17.6;8;11.7;9.1;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO4;Macroregiunea patru;24.7;1.21;-26.5;9.1;12.5;16.2;9;10.8;7.9;-0.2;-0.04;-26.4;-0.6;0.4;-1.4;1;-0.9;-1.2;HIGHER
2002;RO4;Macroregiunea patru;25;1.2;0;8.9;13.3;16.6;10;11.2;7.6;0.3;-0.01;26.5;-0.2;0.8;0.4;1;0.4;-0.3;LOWER
2003;RO4;Macroregiunea patru;25.3;1.21;-0.4;9;13.1;15.3;11;12;7.8;0.3;0.01;NAN;0.1;-0.2;-1.3;1;0.8;0.2;LOWER
2004;RO4;Macroregiunea patru;25.6;1.22;-0.6;9.1;13;17.6;12;14.9;10.2;0.3;0.01;-0.2;0.1;-0.1;2.3;1;2.9;2.4;HIGHER
2005;RO4;Macroregiunea patru;26;1.23;-0.2;9.2;13.2;15;14;16.5;11.2;0.4;0.01;0.4;0.1;0.2;-2.6;2;1.6;1;LOWER
2006;RO4;Macroregiunea patru;26.2;1.2;-0.5;9;12.9;14.3;17;18.6;11.3;0.2;-0.03;-0.3;-0.2;-0.3;-0.7;3;2.1;0.1;HIGHER
2007;RO4;Macroregiunea patru;26.3;1.18;0.1;8.8;12.5;12.1;21;18.8;13.5;0.1;-0.02;0.6;-0.2;-0.4;-2.2;4;0.2;2.2;LOWER
2008;RO4;Macroregiunea patru;26.5;1.23;-0.2;9.1;12.6;11.3;24;20.2;15.8;0.2;0.05;-0.3;0.3;0.1;-0.8;3;1.4;2.3;LOWER
2009;RO4;Macroregiunea patru;26.6;1.26;-0.5;9.2;12.8;10.9;22;22.3;15.7;0.1;0.03;-0.3;0.1;0.2;-0.4;-2;2.1;-0.1;HIGHER
2010;RO4;Macroregiunea patru;26.8;1.21;-0.4;8.8;12.9;9.8;21;21.9;15.5;0.2;-0.05;0.1;-0.4;0.1;-1.1;-1;-0.4;-0.2;HIGHER
2011;RO4;Macroregiunea patru;26.8;1.24;-0.3;8.2;12.4;9.1;21;21.6;16.5;0;0.03;0.1;-0.6;-0.5;-0.7;0;-0.3;1;LOWER
2012;RO4;Macroregiunea patru;27;1.4;-1.4;9;13.2;9.5;22;18.7;18.3;0.2;0.16;-1.1;0.8;0.8;0.4;1;-2.9;1.8;HIGHER
2013;RO4;Macroregiunea patru;27.3;1.33;-1.1;8.4;12.9;9.4;24;19.1;20.5;0.3;-0.07;0.3;-0.6;-0.3;-0.1;2;0.4;2.2;LOWER
2014;RO4;Macroregiunea patru;27.5;1.43;-1.5;8.9;13.5;8.1;23;19;22.8;0.2;0.1;-0.4;0.5;0.6;-1.3;-1;-0.1;2.3;LOWER
2015;RO4;Macroregiunea patru;27.7;1.48;-3.5;9.1;13.9;8;24;19.1;23.4;0.2;0.05;-2;0.2;0.4;-0.1;1;0.1;0.6;LOWER
2016;RO4;Macroregiunea patru;28;1.51;-3.8;9.3;13.5;6.7;26;17.8;22.6;0.3;0.03;-0.3;0.2;-0.4;-1.3;2;-1.3;-0.8;HIGHER
2017;RO4;Macroregiunea patru;28.2;1.55;-3.6;9.1;13.8;7.2;28;18.6;23.1;0.2;0.04;0.2;-0.2;0.3;0.5;2;0.8;0.5;UNKNOWN
2000;RO41;Sud-Vest Oltenia;24.3;1.34;0.3;10.2;12.2;17.1;7;9;6.6;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO41;Sud-Vest Oltenia;24;1.27;-18.2;9.4;12.7;15.2;8;7.8;6.2;-0.3;-0.07;-18.5;-0.8;0.5;-1.9;1;-1.2;-0.4;HIGHER
2002;RO41;Sud-Vest Oltenia;24.4;1.24;-0.6;9;13.7;16.2;8;7.7;7.6;0.4;-0.03;17.6;-0.4;1;1;0;-0.1;1.4;HIGHER
2003;RO41;Sud-Vest Oltenia;24.7;1.24;-0.5;9.1;13.3;15.1;9;7.6;9;0.3;0;0.1;0.1;-0.4;-1.1;1;-0.1;1.4;LOWER
2004;RO41;Sud-Vest Oltenia;24.8;1.22;-0.6;8.9;13.1;18.5;10;14.8;10;0.1;-0.02;-0.1;-0.2;-0.2;3.4;1;7.2;1;LOWER
2005;RO41;Sud-Vest Oltenia;25.2;1.22;-0.8;9;13.4;16;12;16.1;12;0.4;0;-0.2;0.1;0.3;-2.5;2;1.3;2;LOWER
2006;RO41;Sud-Vest Oltenia;25.6;1.17;-2.6;8.6;13;16.1;14;18;11.5;0.4;-0.05;-1.8;-0.4;-0.4;0.1;2;1.9;-0.5;HIGHER
2007;RO41;Sud-Vest Oltenia;25.5;1.17;-2.3;8.5;12.8;12;17;18.5;12.7;-0.1;0;0.3;-0.1;-0.2;-4.1;3;0.5;1.2;HIGHER
2008;RO41;Sud-Vest Oltenia;25.6;1.21;-1.5;8.7;12.9;11.3;19;22.6;13.6;0.1;0.04;0.8;0.2;0.1;-0.7;2;4.1;0.9;HIGHER
2009;RO41;Sud-Vest Oltenia;25.6;1.26;-1.1;8.9;13;11.1;18;24.3;13.5;0;0.05;0.4;0.2;0.1;-0.2;-1;1.7;-0.1;LOWER
2010;RO41;Sud-Vest Oltenia;26;1.2;-1.1;8.4;13.2;9.3;17;25.4;13.9;0.4;-0.06;0;-0.5;0.2;-1.8;-1;1.1;0.4;HIGHER
2011;RO41;Sud-Vest Oltenia;26.1;1.27;-1;8;12.7;9.3;17;25.9;14.7;0.1;0.07;0.1;-0.4;-0.5;0;0;0.5;0.8;LOWER
2012;RO41;Sud-Vest Oltenia;26.2;1.48;-4.1;8.8;13.8;9.9;19;21.1;16.8;0.1;0.21;-3.1;0.8;1.1;0.6;2;-4.8;2.1;HIGHER
2013;RO41;Sud-Vest Oltenia;26.6;1.39;-2.3;8.2;13.3;10.2;20;20.8;19.6;0.4;-0.09;1.8;-0.6;-0.5;0.3;1;-0.3;2.8;LOWER
2014;RO41;Sud-Vest Oltenia;26.8;1.47;-3;8.4;14.1;8.5;19;22.6;24.1;0.2;0.08;-0.7;0.2;0.8;-1.7;-1;1.8;4.5;LOWER
2015;RO41;Sud-Vest Oltenia;27;1.51;-5.3;8.5;14.3;8.7;20;21.8;23.5;0.2;0.04;-2.3;0.1;0.2;0.2;1;-0.8;-0.6;HIGHER
2016;RO41;Sud-Vest Oltenia;27.3;1.52;-5.1;8.6;13.8;7;21;19.7;22.5;0.3;0.01;0.2;0.1;-0.5;-1.7;1;-2.1;-1;LOWER
2017;RO41;Sud-Vest Oltenia;27.5;1.58;-6.3;8.5;14.1;7;23;21.5;21.6;0.2;0.06;-1.2;-0.1;0.3;0;2;1.8;-0.9;UNKNOWN
2000;RO42;Vest;25.7;1.15;-0.5;9.2;12.1;18.3;9;14.8;12;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;RO42;Vest;25.5;1.13;-36.4;8.8;12.3;17.3;10;14.3;9.8;-0.2;-0.02;-35.9;-0.4;0.2;-1;1;-0.5;-2.2;HIGHER
2002;RO42;Vest;25.9;1.15;0.7;8.7;12.7;17.1;11;15;7.5;0.4;0.02;37.1;-0.1;0.4;-0.2;1;0.7;-2.3;LOWER
